vc_support_blockchain_specialist,vc_support_general,Postal address known,total_number_of_tokens,token_is_new_blockchain,Total amount raised (USDm),Financial advisor disclosed,KYC/AML procedure,name_other,Is currency or general purpose blockchain,advisor_quality,is_ethereum,Is cryptographic token,ico_start_date,industry,address,Product can be tried out,Legal entity is corporation,ico_end_date_actual,cap_unit,ico_successful,Use of proceeds mentioned,Celebrity endorsement,Years since foundation,US retail investors excluded,Whitepaper page count,US_qualified_only,Legal advisor disclosed,token_standard,Fundraiser has minimum ('soft cap'),cap_includes_presale,ico_end_date_planned,Is a utility token,Decentralised platform,Development road map available,has_specialist_vc,Unsold tokens 'burnt' or proportional allocation,hard_cap_unit,Team tokens locked up,"Length of crowdsale (calendar days, actual)",Funding milestones,Unknown or low quality advisors,portfolio_converted_into_fiat,Experienced team,Fundraiser has maximum ('hard cap'),soft_cap,token_is_cryptocurrency,Crowdsale max. discount (%),Issuer has customers for product,industry.1,"Length of crowdsale (calendar days, planned)",Smart contract code available,price_crowdsale,Team business background missing,legal_structure,soft_cap_unit,Team member with business background,Has VC backing,switzerland,Investors have governance rights,issued_on_other_platf,High quality advisory team,Use of proceeds disclosed in detail,Legal form and jurisdiction known,additional_token_emissions,Project code available,Independent custodian for ICO funds,Has a presale,Qualified investors only,Team experience missing,Business model available,Token supply is fixed,Legal entity is foundation,token_type,presale_transparent,Legal entity is LLC,Is a security,has_generalist_vc,Simple agreement for future tokens (SAFT),Product or prototype developed,Crowdsale is auction,air_drop_after_ICO ,BTC_ret_ico_period,Registered in offshore financial center,Unsold tokens kept by issuer,Investors from other (non-US) jurisdictions excluded,registration_country,Token share producers/miners (ex ante),Token share team (ex ante),ethereum_contract_address
No,No,1,249308531.0,0,5.806602954864502,0,0,Opus,0,unknown,1,1,2017-07-20,Content Management,"Opus Stream Ltd., 590 Kingston Road, London, United Kingdom, SW20 8DN ",1,1,2017-08-24,USD,1.0,1,0,1,0,42.0,0,0,ERC-223,0,1,2017-08-23,1,1,1,0,1,USD,0,36,0,1,0,0,1,0.0,0,12.5,0,Content Management,35.0,1.0,0.045978497713804245,1,joint-stock corporation,USD,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,Utility-token,1,0,0,0,0,1,0,1,0.43076232075691223,0,0,0,United Kingdom,0.0,0.4375,0x4355fc160f74328f9b383df2ec589bb3dfd82ba0
No,No,1,55679833.9934272,0,0.25,0,0,Pally,0,high,1,1,2017-10-12,Travel & Tourisim,"PENPAL GROUP LTD, 21 Callingham House Clapham Road Estate, London, England, SW4 6NF ",1,1,2017-12-13,ETH,1.0,0,0,1,1,25.0,0,0,ERC-20,1,1,2017-11-09,1,1,1,0,1,ETH,0,63,0,0,0,0,1,1387970.75,0,25.0,0,Travel & Tourisim,29.0,1.0,0.07750000059604645,0,joint-stock corporation,ETH,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,Utility-token,1,0,0,0,0,1,0,0,1.10273277759552,0,0,1,United Kingdom,0.2,0.2,0x562952c749d05dca4cd004489a153c7ee7e58240
No,StartUp Health; Boomtown Accelerator; MedTech Innovator,1,100000000.0,0,10.667519569396973,0,0,Patientory,0,high,1,1,2017-05-31,Drugs & Healthcare,"Patientory, Inc., 859 Spring St. NW Atlanta, GA 30308",0,1,2017-06-28,tokens,1.0,1,0,2,0,19.0,0,0,ERC-20,1,1,2017-06-03,1,1,1,0,1,tokens,1,29,0,0,0,1,1,370051.35782315355,0,16.804752349853516,0,Drugs & Healthcare,4.0,0.0,0.16124242544174194,0,joint-stock corporation,tokens,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,Utility-token,1,0,0,1,0,0,0,0,0.1187850758433342,0,0,0,United States,0.0,0.3,0x8ae4bf2c33a8e667de34b54938b0ccd03eb8cc06
Uncharted Capital,Clarsia Investments; Internet Initiatives Development Fund,0,19893267.5751812,0,6.991839408874512,0,1,Playkey,0,high,1,1,2017-11-01,Video Games & VR,unknown,0,1,2017-11-30,tokens,1.0,1,0,4,0,37.0,0,1,ERC-20,0,1,2017-11-30,1,1,1,1,1,tokens,1,30,0,0,0,1,1,0.0,0,13.88044548034668,0,Video Games & VR,30.0,1.0,1.6426821947097778,0,joint-stock corporation,tokens,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,Utility-token,0,0,0,1,0,0,0,1,0.413572758436203,1,0,0,Cayman Islands,0.0,0.4,0x2604fa406be957e542beb89e6754fcde6815e83f
Fenbushi Capital; BTC Labs,No,1,3141592653.0,0,11.0,0,0,Po.et,0,unknown,1,1,2017-08-08,Content Management,"POET TECHNOLOGY LIMITED,  22 NORTH CANAL ROAD #02-00 SINGAPORE 048834",1,1,2017-08-08,USD,1.0,1,0,1,1,26.0,0,0,ERC-20,0,0,2017-09-06,1,0,0,1,0,USD,0,1,0,1,0,0,1,1000000.0,0,0.006124282721430063,0,Content Management,30.0,0.0,0.0063661979511380196,0,joint-stock corporation,USD,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,Utility-token,1,0,0,0,0,1,0,0,0.0,0,1,1,Singapore,0.0,0.4,0x0e0989b1f9b8a38983c2ba8053269ca62ec9b195
No,No,1,4268349.46237,0,31.0,0,1,Polybius,0,neutral,1,1,2017-05-31,Finance,Tartu mnt 43 Tallinn 10128 Estonia,0,0,2017-07-05,tokens,1.0,1,0,0,1,25.0,0,0,ERC-20,0,1,2017-07-05,0,0,1,0,1,tokens,0,36,0,0,0,1,1,0.0,0,20.0,0,Finance,36.0,0.0,7.809420108795166,0,foundation,tokens,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,Security,1,0,1,0,0,0,0,0,0.12929363548755646,0,0,0,Estonia,0.0,0.07,0x0affa06e7fbe5bc9a764c979aa66e8256a631f02
No,No,1,1000000000.0,0,26.436330795288086,1,0,Power Ledger,0,low,1,1,2017-09-12,Energy & Utilities,"218 St Georges Terrace (8,658.64 mi), Perth, Western Australia 6000",0,1,2017-10-06,USD,1.0,1,0,2,1,34.0,0,0,ERC-20,0,0,2017-10-06,1,1,1,0,1,USD,1,25,0,1,0,1,0,13200000.0,0,20.0,0,Energy & Utilities,25.0,0.0,0.09454521536827087,0,joint-stock corporation,USD,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,Utility-token,1,0,0,0,0,0,1,0,0.05647483468055725,0,0,1,Australia,0.0,0.6699999999999999,0x595832f8fc6bf59c85c527fec3740a1b7a361269
No,No,0,1250.0,0,7.863894462585449,0,0,Primalbase Token,0,unknown,0,1,2017-06-26,Real Estate,unknown,1,0,2017-07-26,tokens,1.0,1,0,0,0,10.0,0,0,Waves,1,1,2017-06-28,1,0,1,0,0,tokens,0,31,0,1,0,0,1,7588349.999999999,0,40.0,1,Real Estate,3.0,0.0,7863.89453125,0,unknown,tokens,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,Utility-token,1,0,0,0,0,1,0,0,0.02036852389574051,0,1,0,unknown,0.0,0.2,not applicable
No,No,0,1275455.0,0,2.9091174602508545,0,1,Privatix,0,neutral,1,1,2017-10-18,Communications,unknown,0,1,2017-11-16,ETH,1.0,1,0,2,1,75.0,0,0,ERC-20,1,0,2017-11-16,1,1,1,0,1,ETH,1,30,0,0,0,1,1,1640701.375,0,25.0,0,Communications,30.0,1.0,3.1332898139953613,0,joint-stock corporation,ETH,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,Utility-token,1,0,0,0,0,0,0,0,0.3421700596809387,1,0,1,Gibraltar,0.0,0.17,0x3adfc4999f77d04c8341bac5f3a76f58dff5b37a
No,No,1,2362062.0,0,3.0999999046325684,0,0,Proof Suite,0,neutral,1,1,2017-11-01,Finance," Roosikrantsi 2, 10119 Tallinn, Estonia",0,0,2017-12-01,ETH,1.0,1,0,0,0,19.0,0,0,ERC-20,0,1,2017-12-01,0,0,0,0,0,ETH,0,31,0,0,0,0,1,0.0,0,0.0,0,Finance,31.0,1.0,41.055519104003906,0,unknown,ETH,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,Security,0,0,1,0,0,0,0,0,0.48357096314430237,0,1,0,Estonia,0.0,0.5,unknown
No,No,1,100000000.0,0,12.078022003173828,0,0,Propy,0,high,1,1,2017-07-23,Real Estate,"644 Emerson St, Suite 100. Palo Alto, CA 94301",1,1,2017-09-15,USD,1.0,0,0,2,0,31.0,0,0,ERC-20,0,0,2017-09-15,1,1,1,0,0,USD,1,55,0,0,0,1,1,0.0,0,13.043478012084961,0,Real Estate,55.0,1.0,0.7531779408454895,0,joint-stock corporation,USD,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,Utility-token,0,0,0,0,0,1,0,0,0.28685399889945984,0,1,0,United States,0.0,0.65,0x226bb599a12c826476e3a771454697ea52e9e220
No,No,0,33787150.0,0,1.4612466096878052,0,0,Publica,0,neutral,1,1,2017-11-01,Content Management,unknown,0,0,2017-12-01,USD,1.0,0,0,0,1,20.0,0,0,ERC-20,1,0,2017-11-14,1,1,0,0,1,USD,1,31,0,0,0,1,1,500000.0,0,28.571428298950195,0,Content Management,14.0,1.0,0.08571428805589676,0,unknown,USD,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,Utility-token,0,0,0,0,0,0,0,0,0.48357096314430237,0,0,0,unknown,0.0,0.49,0x55648de19836338549130b1af587f16bea46f66b
No,Jafco; B Dash Ventures; SBI Investment; Mistletoe; Digital Garage,1,1000000000.0,0,86.53959655761719,0,1,QASH,0,high,1,1,2017-11-06,Finance,"Quoine PTE. LTD., 8 Orange Grove Road #06-02, Singapore 258342",1,1,2017-11-08,tokens,1.0,1,0,3,0,73.0,0,0,ERC-20,1,0,2017-11-08,1,0,1,0,0,tokens,0,3,0,0,0,1,1,12362800.0,0,0.0,1,Finance,3.0,0.0,0.24725599586963654,0,joint-stock corporation,tokens,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,Utility-token,0,0,0,1,0,1,0,0,0.060357555747032166,0,1,1,Singapore,0.0,0.5,0x618e75ac90b12c6049ba3b27f5d5f8651b0037f6
No,No,1,100000000.0,0,12.3530912399292,0,1,Qbao,0,unknown,0,1,2017-11-19,Social Networks,"QBAO Foundation Ltd., 9 TEMASEK BOULEVARD #04-02 SUNTEC TOWER TWO SINGAPORE 038989",1,0,2017-11-20,tokens,1.0,1,0,0,0,40.0,0,0,QTUM,0,0,2017-12-19,1,0,1,0,0,tokens,1,2,0,1,0,1,1,2954000.0,0,9.090909004211426,1,Social Networks,31.0,0.0,0.29838383197784424,1,foundation,tokens,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,Utility-token,1,0,0,0,0,1,0,0,0.020219778642058372,0,1,0,Singapore,0.0,0.5770000000000001,not applicable
District 13,No,0,600000000.0,0,20.56089973449707,1,1,QLINK,0,neutral,0,1,2017-12-19,Communications,unknown,0,1,2018-01-19,NEO,1.0,1,0,3,1,34.0,1,0,NEO,0,0,2018-01-19,1,1,1,1,1,NEO,1,32,0,0,0,1,1,20005200.0,0,0.0,0,Communications,32.0,0.0,0.2682499885559082,0,joint-stock corporation,NEO,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,Utility-token,1,0,0,0,0,0,0,1,-0.426245778799057,0,0,1,Hong Kong,0.0,0.6266666666666667,not applicable
Nirvana Capital,No,1,100000000.0,0,31.949390411376953,0,1,Raiden Network Token,1,unknown,1,1,2017-10-18,Payments,Brainbot Labs Establishment Lettstrasse 12 ,0,0,2017-11-01,tokens,1.0,0,0,3,0,0.0,0,0,ERC-20,0,1,2017-11-01,0,1,0,1,0,tokens,0,15,0,1,0,1,1,0.0,1,0.0,0,Payments,15.0,1.0,0.6389760971069336,0,other,tokens,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,Cryptocurrency,1,0,0,0,0,0,1,0,0.19100095331668854,1,1,0,Liechtenstein,0.0,0.5,0x255aa6df07540cb5d3d297f0d0d4d84cb52bc8e6
No,No,1,19717288.0,0,11.168791770935059,0,0,REAL,0,high,1,1,2017-08-31,Real Estate,"Real Estate Asset Ledger Pte. Ltd. , 22 North Canal Road #02-00, Singapore 048834.",0,1,2017-09-30,ETH,1.0,1,0,0,0,38.0,0,0,ERC-20,0,1,2017-09-30,0,0,0,0,1,ETH,1,31,0,0,0,1,1,0.0,0,16.66666603088379,0,Real Estate,31.0,1.0,1.141893982887268,0,joint-stock corporation,ETH,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,Security,1,0,1,0,0,0,0,0,-0.08070645481348038,0,0,0,Singapore,0.0,0.49,0x9214ec02cb71cba0ada6896b8da260736a67ab10
No,No,1,100000000.0,0,0.0,0,0,REALT,0,unknown,1,1,2017-09-07,Commerce & Advertising,"97 Friars Mead, London, England, E14 3JY",0,0,2017-10-31,ETH,1.0,1,0,4,0,11.0,0,0,ERC-20,1,1,2017-10-31,1,1,1,0,0,ETH,0,55,0,1,0,1,1,1223520.0,0,0.0,0,Commerce & Advertising,55.0,0.0,0.5882307887077332,0,limited liability partnership,ETH,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,Utility-token,1,1,0,0,0,0,0,0,0.3408985733985901,0,1,0,United Kingdom,0.0,0.935,unknown
No,YCombinator,1,1000000000.0,0,33.65999984741211,0,1,Request Network,1,high,1,1,2017-10-13,Payments,"Baarerstrasse 82, 6302 Zug",0,0,2017-10-15,ETH,1.0,1,0,0,1,23.0,0,0,ERC-20,0,0,2017-10-17,0,1,1,0,0,ETH,1,3,0,0,0,0,1,0.0,1,0.0,0,Payments,5.0,1.0,0.06731999665498734,0,foundation,ETH,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,Cryptocurrency,0,0,0,1,0,0,0,0,0.005470902193337679,0,1,0,Switzerland,0.0,0.3,0x8f8221afbb33998d8584a2b05749ba73c37a938a
No,No,1,500000000.0,0,30.0,1,1,Restart Energy,0,high,1,1,2018-02-14,Energy & Utilities,"Doja Business Center, Timisoara, Gheorghe Doja Street, Nr.11",0,1,2018-03-14,USD,1.0,1,0,7,1,89.0,0,1,ERC-20,0,1,2018-03-14,1,1,1,0,1,USD,1,29,0,0,0,1,1,0.0,0,13.0,1,Energy & Utilities,29.0,0.0,0.08699999749660492,0,joint-stock corporation,USD,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,Utility-token,1,0,0,0,0,1,0,0,-0.1381148397922516,0,0,1,Romania,0.0,0.2,0x6425c6be902d692ae2db752b3c268afadb099d3b
No,No,1,100000000.0,0,9.697538375854492,0,1,Rialto,0,unknown,1,1,2017-07-01,Trading & Exchanges,"184 Saint Lucy Street,Valletta, VLT 1189",0,1,2017-07-04,USD,1.0,1,0,0,1,25.0,0,0,ERC-20,1,1,2017-08-15,0,0,1,0,0,USD,1,4,0,1,0,0,1,1000000.0,0,9.090909004211426,0,Trading & Exchanges,46.0,1.0,0.1818181872367859,0,joint-stock corporation,USD,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,Security,1,0,1,0,0,0,0,0,0.0663800835609436,0,1,1,Malta,0.0,0.25,0xb24754be79281553dc1adc160ddf5cd9b74361a4
Tim Draper; Pantera Capital; Fenbushi Capital; DCG; Huiyin Blockchain Ventures; Medici Ventures; Boost VC; Barry Silbert,Funders Club,0,1000000000.0,0,37.795310974121094,0,0,Ripio Credit Network,0,high,1,1,2017-10-24,Finance,unknown,0,1,2017-11-10,tokens,1.0,1,0,4,0,26.0,0,0,ERC-20,0,0,2017-11-05,1,1,1,1,0,tokens,1,18,0,0,0,1,1,31795312.0,0,0.0,0,Finance,13.0,0.0,0.07481250166893005,0,joint-stock corporation,tokens,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,Utility-token,1,0,0,1,0,0,0,0,0.18023432791233063,1,1,1,Cayman Islands,0.0,0.49,0xf970b8e36e23f7fc3fd752eea86f8be8d83375a6
No,No,1,83000000.0,0,15.319890022277832,0,0,Santiment Network Token,0,high,1,1,2017-07-04,Trading & Exchanges,"Via Balestra 6, 6830 Chiasso",1,1,2017-07-05,ETH,1.0,1,0,0,1,22.0,0,1,ERC-20,1,0,2017-08-04,1,1,1,0,1,ETH,1,2,0,0,0,0,1,7256790.0,0,0.0,0,Trading & Exchanges,32.0,1.0,0.2687700092792511,0,joint-stock corporation,ETH,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,Utility-token,1,0,0,0,0,1,0,0,0.00013452148414216936,0,0,0,Switzerland,0.0,0.28,0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098
No,No,1,100000000.0,0,12.298072814941406,1,1,Science Blockchain,0,unknown,1,1,2017-09-11,Finance,Science Blockchain Pte. Ltd. 22 North Canal road 048834 Singapore,0,0,2017-11-22,USD,0.0,1,0,6,1,78.0,0,0,ERC-20,1,1,2017-11-22,0,0,0,0,0,USD,0,73,0,1,0,1,1,50000000.0,0,0.0,1,Finance,73.0,1.0,1.0,0,limited liability partnership,USD,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,Security,1,1,1,0,0,1,0,0,0.6848230957984924,0,1,0,Singapore,0.0,0.0,unknown
No,Accenture Fintech Lab Accelerator; SCB Digital Ventures; Cyberport Accelerator,0,6000000000.0,0,21.690000534057617,0,1,Selfkey,0,high,1,1,2018-01-14,Identity & Reputation,unknown,1,0,2018-01-14,USD,1.0,1,0,2,0,29.0,0,1,ERC-20,1,0,2018-01-31,1,1,1,0,0,USD,0,1,0,0,0,1,1,18250000.0,0,0.0,0,Identity & Reputation,18.0,1.0,0.014999999664723873,0,limited liability partnership,USD,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,Utility-token,1,1,0,1,0,1,0,0,0.0,0,1,0,Mauritius,0.0,0.684,0x4cc19356f2d37338b9802aa8e8fc58b0373296e7
No,No,1,124131896.0,0,4.442852973937988,1,0,Seratio Project,1,high,1,1,2017-10-01,Charity,"Seratio Limited, Bureau 112, Un Innovation Green Street, Northampton, NN1 1SY ",0,0,2017-10-31,tokens,1.0,1,0,4,1,20.0,0,1,ERC-20,0,0,2017-10-31,0,1,1,0,1,tokens,1,31,0,0,0,1,0,4442853.0,1,20.0,0,Charity,31.0,0.0,0.2390580028295517,0,limited liability partnership,tokens,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,Cryptocurrency,0,1,0,0,0,0,0,0,0.38447460532188416,0,0,0,United Kingdom,0.0,0.75,unknown
No,No,1,32000000.0,0,4.187699794769287,1,1,Sharpe Capital,0,low,1,1,2017-11-13,Finance,"Sharpe Holdings Limited 14/F Manning House, 38-48 Queens Road Central",0,1,2018-02-05,USD,1.0,1,0,1,1,55.0,0,1,ERC-20,0,1,2018-01-28,1,1,1,0,1,USD,1,85,0,1,0,0,1,0.0,0,46.153846740722656,0,Finance,77.0,1.0,0.32716405391693115,0,joint-stock corporation,USD,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,Utility-token,1,0,0,0,0,0,0,0,0.05858679115772247,0,0,1,Hong Kong,0.0,0.6,0xef2463099360a085f1f10b076ed72ef625497a06
CM Crypto Capital; Hashed,Correlation Ventures; Greycroft; Vectr Ventures; 500 Startups,0,800000000.0,0,21.847135543823242,1,1,Simple Token,0,high,1,1,2017-11-14,Commerce & Advertising,unknown,0,1,2017-12-01,tokens,1.0,1,0,1,0,36.0,0,1,ERC-20,1,1,2017-12-01,1,1,1,1,1,tokens,1,18,0,0,0,0,1,3943390.6962605775,0,30.069929122924805,0,Commerce & Advertising,18.0,1.0,0.11784422397613525,0,joint-stock corporation,tokens,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,Utility-token,1,0,0,1,0,0,1,0,0.5032029151916504,0,0,1,Hong Kong,0.0,0.61,0x2c4e8f2d746113d0696ce89b35f0d8bf88e0aeca
No,No,1,1000000000.0,0,6.055200099945068,1,0,SingularDTV,0,neutral,1,1,2016-10-02,Events & Entertainment,"SingularDTV GmbH,   Gartenstrasse 6
6300 Zug",0,0,2016-10-29,USD,1.0,1,0,2,0,28.0,0,1,ERC-20,1,0,2016-10-02,0,0,1,0,0,USD,0,28,0,0,0,1,1,500000.0,0,33.33333206176758,0,Events & Entertainment,1.0,1.0,0.012110400013625622,0,limited liability partnership,USD,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,Security,0,1,1,0,0,0,0,0,0.15663810074329376,0,1,0,Switzerland,0.0,0.4,0xaec2e87e0a235266d9c5adc9deb4b2e29b54d009
No,No,1,1000000000.0,0,33.345001220703125,0,1,SingularityNET,0,high,1,1,2017-12-21,Data Analytics,"Barbara Strozzilaan 362 Eurocenter I, 1083HN, Amsterdam",1,0,2017-12-22,USD,1.0,1,0,0,1,53.0,1,0,ERC-20,0,1,2017-12-22,1,1,1,0,0,USD,1,2,0,0,0,1,1,0.0,0,0.0,0,Data Analytics,2.0,1.0,0.08229999989271164,0,foundation,USD,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,Utility-token,1,0,0,0,0,1,0,0,-0.13322317600250244,0,1,1,Netherlands,0.2,0.3,0x8eb24319393716668d768dcec29356ae9cffe285
No,Singulariteam,1,573145078.0,0,157.8858184814453,0,0,SIRIN LABS,0,high,1,1,2017-12-12,Communications,Sirin Labs AG Moserstrasse 48 8200 Schaffhausen,0,1,2017-12-25,tokens,1.0,1,0,3,0,33.0,0,0,ERC-20,0,1,2017-12-25,1,0,1,0,1,tokens,1,14,0,0,0,1,0,0.0,0,50.0,0,Communications,14.0,1.0,0.6886817812919617,0,joint-stock corporation,tokens,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,Utility-token,1,0,0,1,0,0,0,0,-0.21639934182167053,0,0,0,Switzerland,0.0,0.6,0x68d57c9a1c35f63e2c83ee8e49a64e9d70528d25
No,No,0,488183483.0,0,2.825493574142456,0,0,SkinCoin,0,unknown,1,1,2017-06-21,Video Games & VR,unknown,0,1,2017-07-21,ETH,1.0,1,0,0,0,18.0,0,0,ERC-20,1,1,2017-07-21,1,1,1,0,1,ETH,0,31,0,1,0,0,1,1091500.0,0,16.66666603088379,0,Video Games & VR,31.0,1.0,0.032041072845458984,0,joint-stock corporation,ETH,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,Utility-token,1,0,0,0,0,0,0,0,-0.007967395707964897,0,0,0,Hong Kong,0.0,0.4,0x2bdc0d42996017fce214b21607a515da41a9e0c5
No,No,1,722932.1729461574,0,1.6904321908950806,0,0,Smart Investment Fund Token,0,unknown,1,1,2017-08-01,Finance,"LOGICAL TRADING SYSTEMS LIMITED, 71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ ",0,1,2017-09-15,tokens,1.0,0,0,10,1,21.0,1,0,ERC-20,0,1,2017-09-15,0,0,1,0,1,tokens,0,46,0,1,1,1,0,0.0,0,0.0,1,Finance,46.0,1.0,2.5046000480651855,0,joint-stock corporation,tokens,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,Security,1,0,1,0,0,1,0,0,0.2913101613521576,0,0,0,United Kingdom,0.0,0.0,0x8a187d5285d316bcbc9adafc08b51d70a0d8e000
No,No,0,16714019.66,0,5.709673881530762,0,0,Sociall,0,low,1,1,2017-07-28,Social Networks,unknown,0,1,2017-09-15,tokens,1.0,1,0,3,0,22.0,0,0,ERC-20,1,1,2017-09-15,1,0,1,0,1,tokens,0,50,0,1,0,0,1,73664.70588235332,0,41.17647171020508,0,Social Networks,50.0,1.0,0.3416098654270172,0,joint-stock corporation,tokens,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,Utility-token,1,0,0,0,0,0,0,0,0.2584700286388397,0,0,0,Australia,0.0,0.0,0xd7631787b4dcc87b1254cfd1e5ce48e96823dee8
No,No,1,150000000.0,0,2.2337000370025635,0,1,Sola,0,neutral,1,1,2017-11-27,Social Networks,"13th Vision Limited, Geneva Palace, Waterfront Drive, P.O. Box 3469, Road Town, Tortola",1,1,2017-12-25,USD,1.0,1,0,6,1,45.0,0,0,ERC-20,1,1,2017-12-22,1,0,1,0,1,USD,1,29,0,0,0,0,1,750000.0,0,15.0,1,Social Networks,26.0,0.0,0.08016213774681091,0,joint-stock corporation,USD,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,Utility-token,1,0,0,0,0,1,0,0,0.35670244693756104,1,0,1,British Virgin Islands,0.0,0.6666666666666667,unknown
No,No,1,444000000.0,0,46.734100341796875,0,0,SONM,0,low,1,1,2017-06-13,Blockchain Infrastructure,Sonm Pte. Ltd. 20 MAXWELL ROAD #09-17 MAXWELL HOUSE SINGAPORE 069113 ,0,1,2017-06-17,ETH,1.0,1,0,2,1,42.0,0,0,ERC-20,0,1,2017-06-17,1,0,1,0,1,ETH,0,5,0,1,0,0,1,0.0,0,0.0,0,Blockchain Infrastructure,5.0,1.0,0.13435198366641998,0,joint-stock corporation,ETH,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,Utility-token,1,0,0,0,0,0,0,0,-0.02275964245200157,0,0,0,Singapore,0.0,0.2,0x983f6d60db79ea8ca4eb9968c6aff8cfa04b3c63
No,No,1,500000000.0,0,23.470355987548828,1,1,SophiaTX,0,high,1,1,2017-12-07,Blockchain Infrastructure,"Industriestrasse 33,5242 Lupfig",0,1,2017-12-17,ETH,1.0,0,0,0,1,44.0,0,1,ERC-20,0,1,2017-12-17,1,1,1,0,1,ETH,1,11,0,0,0,1,1,0.0,0,37.907867431640625,0,Blockchain Infrastructure,11.0,0.0,0.15646904706954956,0,joint-stock corporation,ETH,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,Utility-token,1,0,0,0,0,0,1,0,0.06703823059797287,0,0,1,Switzerland,0.3,0.4,0x3833dda0aeb6947b98ce454d89366cba8cc55528
No,No,1,378851756.132668,0,10.730146408081055,1,1,spectiv,0,low,1,1,2017-12-05,Commerce & Advertising,"spectiv promote co. Ltd, 1st floor cybertower one, ebene 72201",1,1,2017-12-29,USD,1.0,1,0,0,1,41.0,1,0,ERC-20,1,0,2017-12-29,1,1,1,0,1,USD,1,25,0,1,0,0,1,5194246.5,0,37.5,0,Commerce & Advertising,25.0,0.0,0.9419875144958496,0,joint-stock corporation,USD,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,Utility-token,1,0,0,0,0,1,0,0,0.20692268013954163,0,0,0,Mauritius,0.0,0.4,0x6888a16ea9792c15a4dcf2f6c623d055c8ede792
No,No,1,480000000.0,0,27.0,0,1,Spectre,0,unknown,1,1,2017-11-17,Trading & Exchanges," Spectre Global Limited, Artemis House, 76 Fort Street, Grand Cayman, KY1-1111, Cayman Islands",0,1,2017-12-10,tokens,1.0,1,0,0,1,23.0,0,0,ERC-20,1,1,2017-12-10,1,1,1,0,1,tokens,1,24,0,1,0,0,1,994864.8648649744,0,9.909910202026367,0,Trading & Exchanges,24.0,1.0,0.1411556452512741,1,joint-stock corporation,tokens,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,Utility-token,1,0,0,0,0,0,0,0,0.6955713033676147,1,0,0,Cayman Islands,0.0,0.5,0x2c82c73d5b34aa015989462b2948cd616a37641f
